CPU_Name,Price,cpuValue,TDP,powerPerf,Benchmark,Brand,Power_Category,Usage,Power_Category 1,
Intel Xeon E5-4655 V3 @ 2.90Ghz,344215.12,2.03,135,69.46,9377,Intel,0,High-End,Basic,
Intel Xeon E5-2680 @ 2.70Ghz,6372.0065,109.55,130,72.01,9361,Intel,0,High-End,Basic,
Intel Core I7-4930K @ 3.40Ghz,13038.5645,53.53,130,72,9360,Intel,0,High-End,Basic,
Amd Ryzen 5 3400G,17001.96,40.93,65,143.56,9331,AMD,0,High-End,Basic,
Intel Xeon E5-1650 V2 @ 3.50Ghz,17749.1514,39.17,130,71.71,9323,Intel,0,High-End,Basic,
Intel Xeon E-2144G @ 3.60Ghz,22458.2469,30.95,71,131.29,9322,Intel,0,High-End,Basic,
Intel Xeon E5-4627 V2 @ 3.30Ghz,37206.7015,18.68,130,71.69,9320,Intel,0,High-End,Basic,
Intel Core I3-10300 @ 3.70Ghz,10364.4843,66.79,65,142.82,9284,Intel,0,High-End,Basic,
Intel Xeon E3-1285 V6 @ 4.10Ghz,40633.9387,17.02,79,117.41,9276,Intel,0,High-End,Basic,
Intel Xeon Silver 4108 @ 1.80Ghz,36535.5715,18.9,85,108.97,9262,Intel,0,High-End,Basic,
Intel Xeon E3-1275 V6 @ 3.80Ghz,26368.6977,26.1,73,126.43,9229,Intel,0,High-End,Basic,
Intel Core I5-8400 @ 2.80Ghz,17151.1,40.1,65,141.88,9222,Intel,0,High-End,Basic,
Intel Core I5-9500Te @ 2.20Ghz,14317.44,47.98,35,263.21,9212,Intel,0,High-End,Basic,
Intel Xeon E3-1280 V6 @ 3.90Ghz,44158.8626,15.48,72,127.3,9166,Intel,0,High-End,Basic,
Intel Xeon E5-2620 V4 @ 2.10Ghz,18940.0343,36.03,85,107.68,9152,Intel,0,High-End,Basic,
Intel Xeon E5-2629 V3 @ 2.40Ghz,37276.0516,18.28,85,107.52,9139,Intel,0,High-End,Basic,
Intel Core I7-9850Hl @ 1.90Ghz,29455.15,23.07,25,364.49,9112,Intel,2,High-End,Mid,
Intel Xeon D-1715Ter @ 2.40Ghz,21252.45,31.94,50,182.08,9104,Intel,0,High-End,Basic,
Amd Ryzen 5 1500X,8975.2452,75.47,65,139.75,9083,AMD,0,High-End,Basic,
Intel Xeon E5-2643 V2 @ 3.50Ghz,29749.7015,22.77,130,69.87,9083,Intel,0,High-End,Basic,
Intel Xeon D-1548 @ 2.00Ghz,41386.35,16.35,45,201.66,9075,Intel,0,High-End,Basic,
Intel Xeon E5-2630L V3 @ 1.80Ghz,5891.03,113.64,55,163.23,8978,Intel,0,High-End,Basic,
Intel Core I7-6700K @ 4.00Ghz,17151.1,38.99,95,94.39,8967,Intel,0,High-End,Basic,
Intel Core I3-10105 @ 3.70Ghz,7978.99,83.44,65,137.36,8928,Intel,0,High-End,Basic,
Intel Core I5-10400H @ 2.60Ghz,18642.5,35.66,45,198.13,8916,Intel,0,High-End,Basic,
Intel Xeon E5-2670 @ 2.60Ghz,5294.47,125.37,115,77.41,8902,Intel,0,High-End,Basic,
Intel Xeon E3-1270 V6 @ 3.80Ghz,23617.0647,27.98,72,123.08,8862,Intel,0,High-End,Basic,
Intel Core I3-10100F @ 3.60Ghz,5964.8543,110.69,65,136.22,8854,Intel,0,High-End,Basic,
Intel Xeon E3-1240 V6 @ 3.70Ghz,27922.7365,23.64,72,122.95,8853,Intel,0,High-End,Basic,
Intel Core I3-10100 @ 3.60Ghz,8425.6643,77.88,65,135.39,8800,Intel,0,High-End,Basic,
Intel Xeon Gold 5122 @ 3.60Ghz,67435.8881,9.7,105,83.53,8771,Intel,0,High-End,Basic,
Intel Core I7-8559U @ 2.70Ghz,46009.69,14.17,28,312.32,8745,Intel,0,High-End,Basic,
Intel Xeon E-2134 @ 3.50Ghz,22189.7949,29.37,71,123.11,8741,Intel,0,High-End,Basic,
Amd Ryzen 5 2400G,15957.98,40.79,65,134.29,8729,AMD,0,High-End,Basic,
Intel Core I5-10300H @ 2.50Ghz,18642.5,34.77,45,193.15,8692,Intel,0,High-End,Basic,
Intel Xeon W-2223 @ 3.60Ghz,21624.5543,29.95,120,72.39,8686,Intel,0,High-End,Basic,
Intel Core I7-1065G7 @ 1.30Ghz,31766.82,20.35,15,577.88,8668,Intel,2,High-End,Mid,
Intel Xeon E3-1245 V6 @ 3.70Ghz,37009.091,17.45,73,118.62,8659,Intel,0,High-End,Basic,
Intel Core I7-7700 @ 3.60Ghz,16404.6543,39.27,65,132.9,8638,Intel,0,High-End,Basic,
Intel Xeon E5-4650 @ 2.70Ghz,5830.6283,110.38,130,66.39,8630,Intel,0,High-End,Basic,
Intel Xeon E5-2648L V2 @ 1.90Ghz,70468.65,9.11,70,123.01,8611,Intel,0,High-End,Basic,
Intel Core I7-3960X @ 3.30Ghz,11930.4543,53.73,130,66.12,8596,Intel,0,High-End,Basic,
Intel Core I7-8569U @ 2.80Ghz,32139.67,19.78,28,304.4,8523,Intel,0,High-End,Basic,
Intel Xeon W-2123 @ 3.60Ghz,31849.5927,19.87,120,70.74,8489,Intel,0,High-End,Basic,
Intel Xeon E5-4650L @ 2.60Ghz,4473.4543,141.22,115,73.67,8472,Intel,0,High-End,Basic,
Intel Xeon E-2314 @ 2.80Ghz,14541.15,43.19,65,129.57,8422,Intel,0,High-End,Basic,
Intel Xeon E3-1275 V5 @ 3.60Ghz,33112.0628,18.97,80,105.27,8421,Intel,0,High-End,Basic,
Intel Xeon E5-1660 @ 3.30Ghz,19924.3583,31.5,130,64.75,8417,Intel,0,High-End,Basic,
Intel Core I5-10200H @ 2.40Ghz,18642.5,33.65,45,186.97,8414,Intel,0,High-End,Basic,
Intel Xeon E5-2665 @ 2.40Ghz,6562.16,95.58,115,73.14,8411,Intel,0,High-End,Basic,
Intel Xeon E3-1585 V5 @ 3.50Ghz,41460.92,15.12,65,129.35,8408,Intel,0,High-End,Basic,
Intel Xeon E3-1230 V6 @ 3.50Ghz,44401.9608,14.12,72,116.77,8408,Intel,0,High-End,Basic,
Intel Core I5-9600T @ 2.30Ghz,15883.41,39.4,35,239.79,8393,Intel,0,High-End,Basic,
Intel Core I5-1035G7 @ 1.20Ghz,23862.4,26.21,15,559.21,8388,Intel,2,High-End,Mid,
Intel Core I7-3970X @ 3.50Ghz,13944.59,44.78,150,55.82,8373,Intel,0,High-End,Basic,
Intel Core I7-10810U @ 1.10Ghz,33034.51,18.86,15,556.88,8353,Intel,2,High-End,Mid,
Intel Xeon E3-1280 V5 @ 3.70Ghz,29455.15,21.06,80,104,8320,Intel,0,High-End,Basic,
Amd Opteron 6386 Se,10073.6613,61.59,140,59.43,8320,AMD,0,High-End,Basic,
Intel Xeon E3-1270 V5 @ 3.60Ghz,68007.84,9.12,80,103.96,8317,Intel,0,High-End,Basic,
Intel Core I5-9400H @ 2.50Ghz,18642.5,33.04,45,183.57,8261,Intel,0,High-End,Basic,
Intel Core I5-9500T @ 2.20Ghz,14317.44,43,35,235.88,8256,Intel,0,High-End,Basic,
Intel Xeon E3-1240 V5 @ 3.50Ghz,24235.25,25.4,80,103.18,8254,Intel,0,High-End,Basic,
Intel Core I5-1035G4 @ 1.10Ghz,23042.13,26.7,15,550.09,8251,Intel,2,High-End,Mid,
Intel Core I7-3930K @ 3.20Ghz,18642.5,32.98,130,63.42,8244,Intel,0,High-End,Basic,
Intel Xeon E5-2470 @ 2.30Ghz,10439.8,58.85,95,86.73,8240,Intel,0,High-End,Basic,
Intel Core I3-10100E @ 3.20Ghz,9321.25,65.83,65,126.59,8229,Intel,0,High-End,Basic,
Intel Core I5-8600T @ 2.30Ghz,14913.2543,41.14,35,235.06,8227,Intel,0,High-End,Basic,
Intel Core I7-8557U @ 1.70Ghz,32139.67,19.08,15,548.35,8225,Intel,2,High-End,Mid,
Intel Xeon E3-1535M V6 @ 3.10Ghz,46457.11,13.14,35,233.81,8184,Intel,0,High-End,Basic,
Intel Xeon E-2276Me @ 2.80Ghz,33556.5,18.15,45,181.5,8167,Intel,0,High-End,Basic,
Intel Core I3-10305T @ 3.00Ghz,10663.51,56.9,35,232.46,8136,Intel,0,High-End,Basic,
Intel Core I5-8259U @ 2.30Ghz,38775.6543,15.64,28,290.39,8131,Intel,0,High-End,Basic,
Intel Xeon E5-1650 @ 3.20Ghz,8351.84,72.44,130,62.41,8113,Intel,0,High-End,Basic,
Intel Xeon E5-2660 @ 2.20Ghz,4826.9161,125.19,95,85.3,8104,Intel,0,High-End,Basic,
Intel Core I7-6700 @ 3.40Ghz,19015.35,31.68,65,124.27,8078,Intel,0,High-End,Basic,
Intel Xeon E3-1245 V5 @ 3.50Ghz,10439.0543,57.67,80,100.91,8073,Intel,0,High-End,Basic,
Intel Core I7-4790K @ 4.00Ghz,15426.2959,38.97,88,91.6,8061,Intel,0,High-End,Basic,
Intel Core I5-8269U @ 2.60Ghz,23862.4,25.17,28,287.69,8055,Intel,0,High-End,Basic,
Intel Core I5-8400H @ 2.50Ghz,18642.5,32.15,45,178.61,8037,Intel,0,High-End,Basic,
Amd Opteron 6348,127415.5219,4.7,115,69.83,8030,AMD,0,High-End,Basic,
Intel Core I5-8279U @ 2.40Ghz,23862.4,25.09,28,286.73,8028,Intel,0,High-End,Basic,
Intel Xeon E3-1285L V4 @ 3.40Ghz,91721.1,6.52,65,123.42,8022,Intel,0,High-End,Basic,
Intel Xeon E3-1585L V5 @ 3.00Ghz,33183.65,18.02,45,178.24,8021,Intel,0,High-End,Basic,
Intel Core I3-10300T @ 3.00Ghz,12996.0596,45.89,35,228.49,7997,Intel,0,Gaming or High-end,Basic,
Intel Core I7-8705G @ 3.10Ghz,114473.1527,5.18,65,122.26,7947,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2620 V3 @ 2.40Ghz,4119.2468,143.12,85,93.01,7906,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1230 V5 @ 3.40Ghz,68306.12,8.6,80,98.5,7880,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8260U @ 1.60Ghz,32810.0543,17.85,15,523.57,7854,Intel,2,Gaming or High-end,Mid,
Intel Core I3-10105T @ 3.00Ghz,9097.54,64.34,35,224.28,7850,Intel,0,Gaming or High-end,Basic,
Intel Core I5-9400T @ 1.80Ghz,13571.74,42.96,35,223.39,7819,Intel,0,Gaming or High-end,Basic,
Intel Core I7-5775C @ 3.30Ghz,13046.0215,44.59,65,120.02,7801,Intel,0,Gaming or High-end,Basic,
Intel Core I5-9300H @ 2.40Ghz,18642.5,31.17,45,173.17,7793,Intel,0,Gaming or High-end,Basic,
Amd Ryzen 5 1400,8176.6005,70.98,65,119.74,7783,AMD,0,Gaming or High-end,Basic,
Intel Xeon E3-1260L V5 @ 2.90Ghz,19291.259,29.98,45,172.37,7757,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2640 V2 @ 2.00Ghz,4922.3657,117.27,95,81.48,7741,Intel,0,Gaming or High-end,Basic,
Intel Core I5-1035G1 @ 1.00Ghz,22147.29,26.05,15,515.8,7737,Intel,2,Gaming or High-end,Mid,
Intel Xeon D-2123It @ 2.20Ghz,15883.41,36.3,60,128.86,7731,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8500T @ 2.10Ghz,18458.3121,31.11,35,219.98,7699,Intel,0,Gaming or High-end,Basic,
Intel Core I3-9350K @ 4.00Ghz,21865.4154,26.24,91,84.55,7694,Intel,0,Gaming or High-end,Basic,
Intel Core I7-7820Hk @ 2.90Ghz,28187.46,20.32,45,170.72,7682,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8257U @ 1.40Ghz,23862.4,24,15,512.02,7680,Intel,2,Gaming or High-end,Mid,
Intel Core I5-9300Hf @ 2.40Ghz,18642.5,30.71,45,170.62,7678,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1575M V5 @ 3.00Ghz,90005.99,6.32,45,169.54,7629,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2623 V4 @ 2.60Ghz,6263.88,90.26,85,89.2,7582,Intel,0,Gaming or High-end,Basic,
Amd Ryzen 3 2300X,13280.1713,42.48,65,116.4,7566,AMD,0,Gaming or High-end,Basic,
Intel Core I7-7700T @ 2.90Ghz,29082.3,19.39,35,216.04,7561,Intel,0,Gaming or High-end,Basic,
Intel Xeon E-2224G @ 3.50Ghz,19951.9492,28.2,71,106.26,7545,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8300H @ 2.30Ghz,18642.5,30.17,45,167.59,7542,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1535M V5 @ 2.90Ghz,46457.11,12.07,45,167.17,7523,Intel,0,Gaming or High-end,Basic,
Intel Xeon E-2124G @ 3.40Ghz,17150.3543,32.69,71,105.89,7518,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2667 @ 2.90Ghz,7172.8883,77.98,130,57.7,7501,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2637 V3 @ 3.50Ghz,8351.84,66.83,135,55.44,7485,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2650L V2 @ 1.70Ghz,5891.03,94.62,70,106.79,7475,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2630 V2 @ 2.60Ghz,5145.33,108.26,80,93.37,7470,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-1630 V3 @ 3.70Ghz,100371.22,5.54,140,53.26,7456,Intel,0,Gaming or High-end,Basic,
Intel Core I7-7820Eq @ 3.00Ghz,28187.46,19.72,45,165.63,7453,Intel,0,Gaming or High-end,Basic,
Intel Core I7-7920Hq @ 3.10Ghz,42355.76,13.11,45,165.53,7449,Intel,0,Gaming or High-end,Basic,
Intel Xeon D-1531 @ 2.20Ghz,25950.36,21.4,45,165.48,7447,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8400T @ 1.70Ghz,17884.8688,31.05,35,212.77,7447,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-1620 V4 @ 3.50Ghz,16353.201,33.91,140,53.12,7437,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1271 V3 @ 3.60Ghz,11184.7543,49.55,80,92.91,7432,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1286 V3 @ 3.70Ghz,62564.23,8.84,84,88.31,7418,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2450 @ 2.10Ghz,4772.48,115.78,95,78,7410,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1281 V3 @ 3.70Ghz,40733.8625,13.56,82,90.31,7406,Intel,0,Gaming or High-end,Basic,
Intel Core I3-10100T @ 3.00Ghz,9097.54,60.7,35,211.57,7405,Intel,0,Gaming or High-end,Basic,
Intel Core I7-6920Hq @ 2.90Ghz,42355.76,12.99,45,163.96,7378,Intel,0,Gaming or High-end,Basic,
Intel Core I3-9320 @ 3.70Ghz,16254.0229,33.76,62,118.68,7358,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1276 V3 @ 3.60Ghz,72929.46,7.51,84,87.45,7345,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2650 @ 2.00Ghz,3653.93,149.68,95,77.21,7335,Intel,0,Gaming or High-end,Basic,
Intel Core I3-9350Kf @ 4.00Ghz,15462.8352,35.29,91,80.42,7318,Intel,0,Gaming or High-end,Basic,
Intel Core I3-9300 @ 3.70Ghz,14540.4043,37.33,62,117.4,7279,Intel,0,Gaming or High-end,Basic,
Intel Core I7-6700T @ 2.80Ghz,22296.43,24.32,35,207.74,7271,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1280 V3 @ 3.60Ghz,18567.93,29.14,82,88.49,7256,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1270 V3 @ 3.50Ghz,9618.7843,56.17,80,90.56,7245,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4790 @ 3.60Ghz,14914,36.18,84,86.13,7235,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-4610 V3 @ 1.70Ghz,90900.83,5.93,105,68.85,7229,Intel,0,Gaming or High-end,Basic,
Intel Xeon E-2224 @ 3.40Ghz,18655.1769,28.87,71,101.73,7223,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1246 V3 @ 3.50Ghz,61594.82,8.74,84,85.93,7218,Intel,0,Gaming or High-end,Basic,
Intel Core I7-7820Hq @ 2.90Ghz,28187.46,19.07,45,160.19,7209,Intel,0,Gaming or High-end,Basic,
Intel Xeon W3690 @ 3.47Ghz,33570.6683,16.01,130,55.45,7208,Intel,0,Gaming or High-end,Basic,
Amd Ryzen 3 3200G,10811.9043,49.57,65,110.58,7188,AMD,0,Gaming or High-end,Basic,
Intel Xeon D-1537 @ 1.70Ghz,42579.47,12.57,35,205.03,7176,Intel,0,Gaming or High-end,Basic,
Intel Xeon D-1539 @ 1.60Ghz,36241.02,14.76,35,204.99,7175,Intel,0,Gaming or High-end,Basic,
Intel Core I7-6770Hq @ 2.60Ghz,46158.83,11.54,45,158.78,7145,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1275 V3 @ 3.50Ghz,14913.2543,35.72,95,75.19,7143,Intel,0,Gaming or High-end,Basic,
Intel Core I7-990X @ 3.47Ghz,111869.1683,4.76,130,54.9,7137,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4770K @ 3.50Ghz,24607.3543,21.6,84,84.87,7129,Intel,0,Gaming or High-end,Basic,
Intel Xeon D-1557 @ 1.50Ghz,51751.58,10.26,45,158.18,7118,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4771 @ 3.50Ghz,14679.8502,35.93,84,84.21,7074,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1241 V3 @ 3.50Ghz,5964.8543,88.39,80,88.38,7070,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1240 V3 @ 3.40Ghz,4837.3559,108.91,80,88.32,7065,Intel,0,Gaming or High-end,Basic,
Intel Core I7-10610U @ 1.80Ghz,30499.13,17.27,15,470.77,7062,Intel,2,Gaming or High-end,Mid,
Intel Core I7-4940Mx @ 3.10Ghz,52195.2715,10.09,57,123.86,7060,Intel,0,Gaming or High-end,Basic,
Intel Core I7-5850Eq @ 2.70Ghz,32437.95,16.17,47,149.7,7036,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4770 @ 3.40Ghz,13324.9133,39.34,84,83.69,7030,Intel,0,Gaming or High-end,Basic,
Intel Core I7-980 @ 3.33Ghz,11945.3683,43.81,130,53.99,7018,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-4640 @ 2.40Ghz,4473.4543,116.89,95,73.81,7012,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1245 V3 @ 3.40Ghz,22296.43,23.44,84,83.43,7008,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1231 V3 @ 3.40Ghz,37206.7015,14.03,80,87.48,6998,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-1620 V3 @ 3.50Ghz,5925.3322,87.98,140,49.93,6991,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-4607 V2 @ 2.60Ghz,5428.696,95.96,95,73.54,6986,Intel,0,Gaming or High-end,Basic,
Intel Xeon E-2124 @ 3.30Ghz,15286.1043,34.04,71,98.27,6977,Intel,0,Gaming or High-end,Basic,
Intel Core I7-7700Hq @ 2.80Ghz,28187.46,18.4,45,154.59,6957,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4790S @ 3.20Ghz,12154.91,42.66,65,106.98,6954,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2440 V2 @ 1.90Ghz,37281.2715,13.86,95,72.92,6927,Intel,0,Gaming or High-end,Basic,
Amd Ryzen 3 1300X,8575.55,60.22,65,106.54,6925,AMD,0,Gaming or High-end,Basic,
Intel Xeon W3680 @ 3.33Ghz,3568.1745,144.57,130,53.21,6917,Intel,0,Gaming or High-end,Basic,
Intel Core I7-6820Hk @ 2.70Ghz,28187.46,18.27,45,153.46,6906,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2637 V4 @ 3.50Ghz,10663.51,48.23,135,51.09,6897,Intel,0,Gaming or High-end,Basic,
Intel Pentium Gold G7400,4995.4443,102.94,46,149.92,6896,Intel,0,Gaming or High-end,Basic,
Intel Core I5-7600K @ 3.80Ghz,12377.8743,41.38,91,75.49,6869,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2623 V3 @ 3.00Ghz,18638.7715,27.48,105,65.42,6869,Intel,0,Gaming or High-end,Basic,
Intel Xeon X5690 @ 3.47Ghz,14098.2042,36.32,130,52.82,6867,Intel,0,Gaming or High-end,Basic,
Intel Core I7-5850Hq @ 2.70Ghz,32363.38,15.82,47,146.08,6866,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2430 V2 @ 2.50Ghz,15025.855,34.07,80,85.8,6864,Intel,0,Gaming or High-end,Basic,
Intel Core I3-8350K @ 4.00Ghz,15373.3512,33.29,91,75.41,6862,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1285L V3 @ 3.10Ghz,67112.2543,7.61,65,105.35,6848,Intel,0,Gaming or High-end,Basic,
Intel Core I7-10510U @ 1.80Ghz,30499.13,16.72,15,455.82,6837,Intel,2,Gaming or High-end,Mid,
Intel Xeon E5-4620 @ 2.20Ghz,5366.0572,94.91,95,71.89,6830,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4770S @ 3.10Ghz,94703.9,5.37,65,104.91,6819,Intel,0,Gaming or High-end,Basic,
Intel Core I7-980X @ 3.33Ghz,10784.3134,47.11,130,52.41,6813,Intel,0,Gaming or High-end,Basic,
Intel Xeon X5680 @ 3.33Ghz,10812.65,46.97,130,52.39,6811,Intel,0,Gaming or High-end,Basic,
Amd Ryzen 3 2200G,9246.68,54.69,65,104.33,6781,AMD,0,Gaming or High-end,Basic,
Intel Core I7-4960Hq @ 2.60Ghz,46457.11,10.88,47,144.23,6779,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2448L V2 @ 1.80Ghz,106187.68,4.76,70,96.77,6774,Intel,0,Gaming or High-end,Basic,
Amd Fx-9590 Eight-Core,25655.0628,19.67,220,30.76,6768,AMD,0,Gaming or High-end,Basic,
Intel Core I3-9100F @ 3.60Ghz,9246.68,54.58,65,104.12,6768,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1230 V3 @ 3.30Ghz,22370.2543,22.53,80,84.5,6760,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4930Mx @ 3.00Ghz,81728.72,6.16,57,118.48,6753,Intel,0,Gaming or High-end,Basic,
Intel Core I5-7640X @ 4.00Ghz,4847.05,102.69,112,59.6,6675,Intel,0,Gaming or High-end,Basic,
Intel Core I5-10310U @ 1.70Ghz,22147.29,22.42,15,443.89,6658,Intel,2,Gaming or High-end,Mid,
Amd Opteron 6380,63816.2603,7.76,115,57.78,6645,AMD,0,Gaming or High-end,Basic,
Intel Core I3-9100 @ 3.60Ghz,12673.9172,38.98,65,101.93,6625,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1275 V2 @ 3.50Ghz,28652.7768,17.21,77,85.89,6613,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2630L V2 @ 2.40Ghz,6610.6305,74.56,60,110.17,6610,Intel,0,Gaming or High-end,Basic,
Intel Core I7-1180G7 @ 1.30Ghz,31766.82,15.51,15,440.45,6607,Intel,2,Gaming or High-end,Mid,
Intel Core I5-7600 @ 3.50Ghz,12676.1543,38.81,65,101.5,6598,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-1428L V2 @ 2.20Ghz,1518.9909,322.34,60,109.43,6566,Intel,0,Gaming or High-end,Basic,
Intel Core I7-6700Hq @ 2.60Ghz,28187.46,17.31,45,145.41,6544,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-1620 V2 @ 3.70Ghz,23056.2983,21.14,130,50.27,6535,Intel,0,Gaming or High-end,Basic,
Intel Xeon W3670 @ 3.20Ghz,22012.3183,22.13,130,50.26,6534,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1280 V2 @ 3.60Ghz,28947.3283,16.77,69,94.36,6511,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4820K @ 3.70Ghz,11165.3661,43.42,130,50.01,6501,Intel,0,Gaming or High-end,Basic,
Intel Core I7-970 @ 3.20Ghz,38776.4,12.5,130,49.99,6499,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3770K @ 3.50Ghz,10177.3136,47.35,77,83.93,6462,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1290 V2 @ 3.70Ghz,65994.45,7.3,87,74.27,6461,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-4610 @ 2.40Ghz,16046.7183,30.02,95,68,6460,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1286L V3 @ 3.20Ghz,57717.18,8.33,65,99.23,6450,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1270 V2 @ 3.50Ghz,6337.7043,75.66,69,93.2,6431,Intel,0,Gaming or High-end,Basic,
Intel Xeon Silver 4112 @ 2.60Ghz,41013.5,11.67,85,75.53,6420,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2608L V3 @ 2.00Ghz,32885.37,14.55,52,123.37,6415,Intel,0,Gaming or High-end,Basic,
Intel Core I5-10210U @ 1.60Ghz,52394.3734,9.11,15,426.76,6401,Intel,2,Gaming or High-end,Mid,
Intel Core I7-3770 @ 3.40Ghz,10438.3086,45.7,77,83.08,6397,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6282 Se,16658.1923,28.58,140,45.61,6385,AMD,0,Gaming or High-end,Basic,
Intel Core I7-8665U @ 1.90Ghz,52533.8193,9.06,15,425.51,6383,Intel,2,Gaming or High-end,Mid,
Intel Xeon X5675 @ 3.07Ghz,2310.1786,205.88,95,67.14,6378,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2420 V2 @ 2.20Ghz,6352.6183,74.68,80,79.52,6362,Intel,0,Gaming or High-end,Basic,
Intel Core I7-8565U @ 1.80Ghz,45860.55,10.34,15,423.86,6358,Intel,2,Gaming or High-end,Mid,
Intel Core I7-8650U @ 1.90Ghz,78223.93,6.06,15,423.89,6358,Intel,2,Gaming or High-end,Mid,
Intel Xeon E5-2640 @ 2.50Ghz,5592.75,84.28,95,66.54,6321,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1245 V2 @ 3.40Ghz,27404.475,17.19,77,82.02,6316,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1225 V6 @ 3.30Ghz,15520.2541,30.33,73,86.47,6312,Intel,0,Gaming or High-end,Basic,
Intel Core I5-6600K @ 3.50Ghz,10066.95,46.72,91,69.31,6307,Intel,0,Gaming or High-end,Basic,
Amd Ryzen 3 1200,7721.7235,60.88,65,96.98,6304,AMD,0,Gaming or High-end,Basic,
Intel Xeon E3-1240 V2 @ 3.40Ghz,7456.2543,63.02,69,91.32,6301,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4850Hq @ 2.30Ghz,32363.38,14.51,47,134.03,6299,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-4617 @ 2.90Ghz,2675.5716,175.52,130,48.44,6298,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4790T @ 2.70Ghz,66591.01,7.05,45,139.81,6291,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8350U @ 1.70Ghz,22147.29,21.16,15,418.94,6284,Intel,2,Gaming or High-end,Mid,
Intel Core I7-4910Mq @ 2.90Ghz,34298.4715,13.62,47,133.3,6265,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2620 V2 @ 2.10Ghz,3653.93,127.47,80,78.08,6246,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6276,72218.0622,6.45,115,54.3,6245,AMD,0,Gaming or High-end,Basic,
