,CPU_Name,Price,BenchMarl,cpuValue,TDP,powerPerf
2079,Intel Core i7-640M @ 2.80GHz,17147.3715,2042,8.88,35,58.34
2080,Intel Core m3-6Y30 @ 0.90GHz,20954.17,2041,7.26,4.5,453.53
2081,AMD A6-3650 APU,9544.96,2037,15.91,100,20.37
2082,Intel Core2 Quad Q8400 @ 2.66GHz,9610.5816,2036,15.8,95,21.44
2083,Intel Celeron G3900E @ 2.40GHz,7978.99,2034,19.01,35,58.12
2085,Intel Core i3-2102 @ 3.10GHz,4325.06,2029,34.98,65,31.21
2086,Intel Xeon E7- 2830 @ 2.13GHz,132660.03,2027,1.14,105,19.31
2087,AMD Phenom II X4 830,1417.5757,2022,106.38,95,21.29
2088,Intel Core i7-920XM @ 2.00GHz,29749.7015,2021,5.07,55,36.75
2089,Intel Core2 Quad Q9505 @ 2.83GHz,14168.3,2020,10.63,95,21.26
2090,Intel Core i3-5005U @ 2.00GHz,22967.56,2018,6.55,15,134.54
2091,Intel Core i5-655K @ 3.20GHz,5815.7143,2017,25.87,73,27.63
2095,Intel Core i5-2430M @ 2.40GHz,5445.1014,2007,27.48,35,57.33
2097,Intel Core i7-620M @ 2.67GHz,8416.7159,1999,17.71,35,57.13
2098,AMD Opteron 2427,4101.35,1995,36.28,75,26.6
2101,Intel Pentium G3420 @ 3.20GHz,3724.7715,1990,39.84,54,36.86
2102,AMD Athlon X4 750 Quad Core,7065.5075,1986,20.96,65,30.55
2103,Intel Core i3-2130 @ 3.40GHz,5007.3755,1986,29.57,65,30.55
2104,Intel Xeon X3320 @ 2.50GHz,17113.815,1986,8.65,95,20.9
2107,Intel Xeon X5355 @ 2.66GHz,22367.2715,1979,6.6,120,16.49
2110,Intel Core i5-3317U @ 1.70GHz,16778.25,1972,8.77,17,116.03
2111,AMD Athlon II X4 615e,4399.63,1967,33.34,45,43.71
2113,Intel Core2 Quad Q9300 @ 2.50GHz,5072.2514,1962,28.84,95,20.65
2116,AMD Athlon II X4 605e,1489.1629,1957,98.01,45,43.49
2117,Intel Core i5-2410M @ 2.30GHz,3140.8884,1954,46.38,35,55.82
2119,Intel Core i3-3220T @ 2.80GHz,2982.0543,1949,48.75,35,55.7
2122,Intel Xeon E5506 @ 2.13GHz,6711.3,1946,21.62,80,24.33
2126,AMD A8-3800 APU,8198.9715,1939,17.64,65,29.83
2127,Intel Celeron N3450 @ 1.10GHz,13801.4156,1938,10.47,6,322.98
2129,Intel Xeon X6550 @ 2.00GHz,5891.03,1936,24.5,130,14.89
2130,Intel Xeon E5603 @ 1.60GHz,7098.3183,1935,20.32,80,24.18
2131,AMD Athlon II X4 620,4097.6215,1934,35.19,95,20.36
2132,AMD A6-7480,2790.4094,1931,51.61,65,29.71
2133,Intel Xeon E5420 @ 2.50GHz,18638.7715,1931,7.73,80,24.14
2134,Intel Pentium G3250 @ 3.20GHz,5592.75,1928,25.7,53,36.37
2135,Intel Xeon E5507 @ 2.27GHz,7457,1928,19.28,80,24.1
2136,Intel Xeon X3330 @ 2.66GHz,15659.7,1928,9.18,95,20.29
2137,Intel Core i7-840QM @ 1.87GHz,25271.773,1928,5.69,45,42.85
2138,Intel Celeron G1850 @ 2.90GHz,2982.0543,1926,48.17,54,35.67
2139,Intel Core i3-2120 @ 3.30GHz,2046.2008,1926,70.17,65,29.62
2140,AMD Athlon II X3 460,1251.2846,1924,114.68,95,20.26
2141,AMD Athlon 5370 APU,44643.5676,1923,3.21,25,76.92
2142,Intel Xeon E5410 @ 2.33GHz,797.1533,1923,179.92,80,24.04
2143,Intel Xeon L5410 @ 2.33GHz,7462.9656,1921,19.19,50,38.42
2145,Intel Pentium G3240 @ 3.10GHz,8723.9443,1919,16.4,53,36.21
2146,AMD Opteron 3320 EE,40864.36,1918,3.5,25,76.72
2147,Intel Core i5-580M @ 2.67GHz,7453.2715,1914,19.14,35,54.67
2148,Intel Pentium G3420T @ 2.70GHz,11930.4543,1912,11.95,35,54.61
2152,AMD A10-4600M APU,7381.6843,1908,19.28,35,54.53
2155,Intel Core i5-4422E @ 1.80GHz,19835.62,1907,7.17,25,76.27
2160,AMD A10-5750M APU,7310.8428,1902,19.4,35,54.35
2161,AMD Phenom II X4 920,2079.7573,1899,68.1,125,15.2
2162,AMD Opteron 1385,3355.65,1898,42.19,115,16.51
2163,AMD Phenom II X4 905e,4026.0343,1895,35.11,65,29.16
2164,Intel Pentium G2130 @ 3.20GHz,3254.2348,1895,43.42,55,34.46
2165,AMD Phenom 9950 Quad-Core,7236.2728,1892,19.49,125,15.13
2173,AMD PRO A6-9500,5518.18,1875,25.34,65,28.85
2175,AMD Athlon II X4 610e,1334.803,1871,104.55,45,41.59
2176,Intel Core i3-2105 @ 3.10GHz,8426.41,1871,16.55,65,28.78
2177,Intel Pentium G2120 @ 3.10GHz,5592.0043,1870,24.94,55,34
2178,AMD A6-9500,5624.0694,1864,24.72,65,28.68
2179,AMD Opteron 2378,1080.5193,1864,128.65,75,24.86
2185,Intel Celeron G3900TE @ 2.30GHz,5045.4062,1850,27.35,35,52.86
2186,AMD Phenom II X4 810,15883.41,1849,8.68,95,19.46
2187,Intel Pentium G3220 @ 3.00GHz,4832.136,1849,28.53,54,34.24
2188,Intel Core i3-4100E @ 2.40GHz,16778.25,1848,8.22,37,49.96
2190,Intel Core i3-2310E @ 2.10GHz,16778.25,1845,8.2,35,52.73
2192,AMD Phenom II X3 B77,1662.1653,1844,82.71,95,19.41
2193,AMD Phenom II X4 805,12974.4343,1844,10.6,95,19.42
2195,AMD A6-9500E,5551.7365,1841,24.72,35,52.59
2197,Intel Xeon X3323 @ 2.50GHz,1443.6752,1837,94.86,80,22.96
2199,AMD Athlon II X3 455,2982.0543,1832,45.82,95,19.29
2200,Intel Core i5-560M @ 2.67GHz,6630.7644,1832,20.6,35,52.35
2201,AMD A6-3620 APU,1677.0793,1830,81.38,65,28.16
2206,Intel Core M-5Y10c @ 0.80GHz,20954.17,1822,6.49,4.5,404.97
2207,Intel Core i3-2100 @ 3.10GHz,8664.2883,1819,15.65,65,27.98
2208,Intel Xeon X3220 @ 2.40GHz,4932.0598,1819,27.5,105,17.32
2211,AMD A8-6500T APU,4470.4715,1816,30.29,45,40.35
2212,Intel Xeon E5345 @ 2.33GHz,2982.0543,1814,45.36,80,22.68
2213,Intel Core2 Quad Q8300 @ 2.50GHz,2557.751,1814,52.89,95,19.1
2215,AMD Athlon X4 620,4843.3215,1810,27.87,95,19.06
2217,AMD Athlon II X3 445,1134.2097,1808,118.84,95,19.03
2219,AMD Phenom 9750 Quad-Core,3580.8514,1804,37.56,125,14.43
2221,AMD A6-7470K,2626.3554,1799,51.09,65,27.68
2223,Intel Core2 Quad Q8200 @ 2.33GHz,4771.7343,1797,28.08,95,18.92
2230,Intel Core i7-740QM @ 1.73GHz,7453.2715,1782,17.83,45,39.59
2231,AMD Athlon X3 435,7120.6893,1781,18.65,95,18.75
2233,Intel Core2 Quad Q6600 @ 2.40GHz,7128.892,1778,18.6,105,16.93
2235,AMD Phenom II X4 910,7457,1776,17.76,95,18.7
2238,Intel Core i7-820QM @ 1.73GHz,9619.53,1768,13.71,45,39.29
2241,Intel Core2 Quad Q9100 @ 2.26GHz,28775.8173,1764,4.57,45,39.2
2242,AMD Athlon II X3 450,2089.4514,1763,62.91,95,18.56
2245,Intel Celeron G1840 @ 2.80GHz,5145.33,1758,25.48,53,33.17
2246,Intel Atom C3538 @ 2.10GHz,5592.75,1756,23.41,15,117.06
2248,Intel Pentium G3260T @ 2.90GHz,3727.7543,1755,35.1,35,50.13
2249,Intel Core i5-540M @ 2.53GHz,3653.1843,1752,35.76,35,50.06
2253,Intel Core i3-4000M @ 2.40GHz,4333.2627,1744,30.01,37,47.13
2256,AMD Athlon 5350 APU,9619.53,1737,13.47,25,69.48
2257,AMD Phenom 9600B Quad-Core,2979.0715,1736,43.45,95,18.27
2261,AMD Opteron 2356,6707.5715,1733,19.26,75,23.1
2264,Intel Pentium G3250T @ 2.80GHz,3727.7543,1726,34.52,35,49.3
2268,AMD Athlon II X3 440,1100.6532,1718,116.42,95,18.09
2272,AMD Athlon II X4 600e,1490.6543,1711,85.59,45,38.02
2273,Intel Pentium G2030 @ 3.00GHz,2162.53,1711,59.01,55,31.11
2274,Intel Celeron G1630 @ 2.80GHz,5219.1543,1707,24.39,55,31.04
2276,AMD Opteron 1356,6710.5543,1703,18.92,75,22.7
2279,AMD Phenom 9650 Quad-Core,2982.0543,1699,42.5,95,17.89
2281,Intel Pentium 4425Y @ 1.70GHz,12005.77,1697,10.54,6,282.8
2282,Intel Core i3-560 @ 3.33GHz,2756.8529,1696,45.87,73,23.23
2283,Intel Atom x6211E @ 1.20GHz,2609.95,1695,48.43,6,282.52
2284,Intel Celeron 4305U @ 2.20GHz,7978.99,1694,15.83,15,112.91
2285,Intel Celeron 3965U @ 2.20GHz,7978.99,1692,15.82,15,112.82
2291,Intel Pentium G2020 @ 2.90GHz,3728.5,1684,33.68,55,30.61
2292,Intel Core i5-520M @ 2.40GHz,2089.4514,1683,60.07,35,48.09
2293,AMD Phenom 9850 Quad-Core,9693.3543,1680,12.92,125,13.44
2295,Intel Xeon L5335 @ 2.00GHz,1401.1703,1678,89.29,50,33.56
2297,Intel Celeron 6305E @ 1.80GHz,7978.99,1675,15.66,15,111.68
2298,AMD Athlon II X3 435,11927.4715,1670,10.44,95,17.58
2299,Intel Celeron G1820 @ 2.70GHz,4645.711,1670,26.81,53,31.51
2302,Intel Xeon E5405 @ 2.00GHz,4399.63,1664,28.21,80,20.8
2307,AMD PRO A6-9500E,5518.18,1662,22.46,35,47.5
2308,Intel Core i7-720QM @ 1.60GHz,7453.2715,1661,16.62,45,36.92
2317,AMD A6-3600 APU,1860.5215,1649,66.1,65,25.37
2319,Intel Core i3-4010U @ 1.70GHz,9317.5215,1647,13.18,15,109.77
2320,AMD Phenom II N970 Quad-Core,11184.7543,1647,10.98,35,47.05
2323,Intel Core i3-3120M @ 2.50GHz,9619.53,1641,12.72,35,46.89
2326,AMD Phenom 9550 Quad-Core,2236.3543,1636,54.56,95,17.23
2330,Intel Core i3-2100T @ 2.50GHz,3663.6241,1634,33.26,35,46.69
2333,AMD A8-4500M APU,5216.1715,1624,23.22,35,46.4
2335,AMD Opteron 1354,17748.4057,1620,6.81,75,21.6
2336,AMD Phenom 9600 Quad-Core,2979.0715,1619,40.52,95,17.04
2340,Intel Celeron G1820T @ 2.40GHz,3131.94,1614,38.43,35,46.11
2346,Intel Core i3-3110M @ 2.40GHz,5216.1715,1609,23,35,45.96
2352,Intel Pentium 4415Y @ 1.60GHz,12005.77,1600,9.94,6,266.6
2354,Intel Xeon X3210 @ 2.13GHz,13848.3947,1599,8.61,105,15.23
2358,Intel Core i3-550 @ 3.20GHz,1376.5622,1588,86.01,73,21.75
2359,AMD A6-7400K APU,5219.1543,1587,22.68,65,24.42
2361,Intel Celeron J4005 @ 2.00GHz,12583.6875,1581,9.37,10,158.14
2364,AMD Athlon II X3 425,4350.4138,1576,27.02,95,16.59
2371,Intel Pentium G3220T @ 2.60GHz,5216.1715,1564,22.36,35,44.68
2372,AMD A4-6320 APU,5219.1543,1563,22.34,65,24.05
2374,AMD Phenom II X3 B75,3724.7715,1560,31.23,95,16.42
2375,Intel Celeron G1830 @ 2.80GHz,6636.73,1560,17.53,53,29.44
2377,AMD Phenom II N930 Quad-Core,9690.3715,1558,11.99,35,44.5
2378,AMD Athlon II X3 420e,8661.3055,1557,13.4,45,34.6
2380,AMD Phenom II X3 710,12602.33,1554,9.2,95,16.36
2382,AMD PRO A4-8350B,2161.7843,1552,53.53,65,23.87
2384,Intel Xeon E5335 @ 2.00GHz,1325.1089,1549,87.15,80,19.36
2387,Intel Pentium G2010 @ 2.80GHz,1712.8729,1541,67.08,55,28.01
2388,AMD Phenom II X3 B73,5592.75,1538,20.5,95,16.19
2389,AMD A6-6420K APU,11184.7543,1538,10.26,65,23.67
2391,Intel Pentium G2030T @ 2.60GHz,9731.385,1535,11.76,35,43.85
2395,Intel Xeon E5504 @ 2.00GHz,4772.48,1529,23.89,80,19.11
2402,Intel Core i3-540 @ 3.07GHz,13418.8715,1516,8.43,73,20.77
2406,AMD Phenom 9500 Quad-Core,2236.3543,1512,50.42,95,15.92
2407,AMD Opteron 2354,21266.6183,1509,5.29,115,13.12
2408,Intel Celeron G1620T @ 2.40GHz,3131.94,1507,35.88,35,43.05
2412,AMD Phenom 9350e Quad-Core,252200.9599,1501,0.44,65,23.1
2415,Intel Pentium G870 @ 3.10GHz,5741.89,1495,19.41,65,22.99
2417,AMD A4-7300 APU,1468.2833,1492,75.77,65,22.95
2420,Intel Celeron 3867U @ 1.80GHz,7978.99,1488,13.9,15,99.18
2421,Intel Core i3-2120T @ 2.60GHz,9984.1773,1486,11.1,35,42.47
2424,Intel Core2 Quad Q9000 @ 2.00GHz,29007.73,1480,3.8,45,32.89
2427,Intel Celeron G1610 @ 2.60GHz,2759.09,1478,39.95,55,26.88
2433,AMD Phenom II X3 720,4806.0365,1466,22.74,95,15.43
2435,Intel Celeron G1620 @ 2.70GHz,5240.0339,1466,20.86,55,26.65
2437,AMD Opteron 1352,10140.7743,1464,10.76,75,19.52
2438,AMD Phenom II N950 Quad-Core,8396.582,1460,12.97,35,41.73
2439,AMD A8-3510MX APU,5750.0927,1457,18.9,45,32.38
2441,AMD Phenom 9450e Quad-Core,7829.85,1455,13.86,65,22.39
2443,AMD A6-6400K APU,1477.2317,1453,73.35,65,22.35
2445,Intel Xeon E5320 @ 1.86GHz,2889.5875,1451,37.43,80,18.13
2446,Intel Xeon X5272 @ 3.40GHz,10439.8,1451,10.36,80,18.14
2447,Intel Core i3-530 @ 2.93GHz,8589.7183,1449,12.58,73,19.85
2449,Intel Xeon E5240 @ 3.00GHz,6620.3246,1448,16.32,65,22.28
2453,Intel Pentium 4410Y @ 1.50GHz,12005.77,1444,8.97,6,240.71
2454,AMD Athlon II X3 415e,5592.75,1441,19.21,45,32.02
2455,AMD Athlon X3 440,6561.4143,1438,16.35,95,15.14
2458,Intel Pentium G860 @ 3.00GHz,1709.8901,1437,62.66,65,22.11
2459,AMD A4-6300 APU,2161.7843,1431,49.36,65,22.01
2462,Intel Xeon E3113 @ 3.00GHz,730.0403,1429,145.96,65,21.98
2463,AMD A6-5400B APU,2158.0558,1428,49.36,65,21.98
2464,AMD Phenom II X2 560,1788.1886,1426,59.48,80,17.83
2466,AMD Phenom II X3 740,6635.9843,1424,16,95,14.99
2471,AMD Phenom 9150e Quad-Core,18456.075,1414,5.71,65,21.75
2472,Intel Celeron 5205U @ 1.90GHz,7978.99,1414,13.21,15,94.25
2473,AMD Phenom II P960 Quad-Core,2917.1784,1412,36.1,35,40.35
2474,Intel Atom C2558 @ 2.40GHz,10141.52,1410,10.37,15,94
2480,AMD Phenom II X2 565,12592.6359,1405,8.32,80,17.57
2482,Intel Pentium G6951 @ 2.80GHz,5592.75,1401,18.68,73,19.19
2483,Intel Celeron N4000 @ 1.10GHz,7978.99,1399,13.08,6,233.23
2484,AMD A8-3520M APU,4101.35,1398,25.42,35,39.94
2485,AMD Phenom II X2 B59,3580.8514,1392,28.98,80,17.4
2486,AMD Phenom 8600B Triple-Core,1114.8215,1390,92.96,95,14.63
2488,AMD Athlon 5150 APU,7371.9902,1389,14.05,25,55.57
2492,Intel Xeon L5310 @ 1.60GHz,8389.125,1385,12.31,50,27.7
2494,AMD A6-3500 APU,5587.5301,1382,18.44,65,21.25
2496,Intel Pentium G850 @ 2.90GHz,7603.9029,1373,13.47,65,21.13
2497,Intel Pentium 2020M @ 2.40GHz,9992.38,1367,10.2,35,39.06
2500,Intel Core2 Duo E8600 @ 3.33GHz,11181.7715,1362,9.09,65,20.96
2502,AMD Athlon II X2 280,5733.6873,1355,17.62,65,20.84
2504,Intel Pentium 2030M @ 2.50GHz,9992.38,1353,10.1,35,38.66
2505,Intel Pentium G645 @ 2.90GHz,6961.1095,1353,14.5,65,20.82
2508,AMD A4-5300 APU,2009.6615,1349,50.06,65,20.76
2514,Intel Celeron 4205U @ 1.80GHz,7978.99,1341,12.53,15,89.41
2518,Intel Pentium G2020T @ 2.50GHz,3549.532,1337,28.08,35,38.19
2519,Intel Xeon L5240 @ 3.00GHz,2341.498,1337,42.57,40,33.42
2521,Intel Core i3-2370M @ 2.40GHz,2758.3443,1336,36.12,35,38.17
2522,Intel Celeron G1610T @ 2.30GHz,1117.0586,1334,89.04,35,38.11
2523,AMD Athlon II X3 405e,8418.953,1331,11.79,45,29.58
2526,AMD A4-6300B APU,2084.2315,1328,47.51,65,20.43
2527,AMD Athlon X2 280,2497.3493,1327,39.63,65,20.42
2528,Intel Core i5 750S @ 2.40GHz,15673.8683,1326,6.31,82,16.17
2531,AMD Athlon II X3 400e,1900.7893,1320,51.8,45,29.34
2534,Intel Atom x7-Z8700 @ 1.60GHz,5490.5891,1318,17.9,4,329.52
2537,AMD Athlon X2 340 Dual Core,7083.4043,1315,13.85,65,20.24
2539,Intel Core i5-480M @ 2.67GHz,6010.342,1312,16.27,35,37.48
2543,Intel Pentium 3550M @ 2.30GHz,16101.1544,1309,6.06,37,35.38
2544,AMD Phenom II X2 555,2756.1072,1308,35.4,80,16.35
2545,AMD A8-3500M APU,4470.4715,1308,21.81,35,37.36
2548,Intel Xeon E5310 @ 1.60GHz,3653.93,1306,26.65,80,16.33
2557,Intel Pentium N3700 @ 1.60GHz,33167.2446,1288,2.9,6,214.74
2560,AMD Phenom 9100e Quad-Core,2606.2215,1279,36.58,65,19.67
2562,Intel Core i5-460M @ 2.53GHz,4843.3215,1279,19.69,35,36.54
2563,AMD A6-5400K APU,3879.1314,1279,24.59,65,19.68
2566,AMD Sempron 240,2691.977,1278,35.39,65,19.66
2568,Intel Pentium G630 @ 2.70GHz,1117.8043,1277,85.21,65,19.65
2572,Intel Pentium G640 @ 2.80GHz,2237.1,1270,42.34,65,19.54
2573,Intel Celeron G555 @ 2.70GHz,2982.0543,1268,31.71,65,19.51
2576,Intel Core i3-2350M @ 2.30GHz,2686.7571,1263,35.04,35,36.07
2583,AMD Phenom II N850 Triple-Core,1864.25,1253,50.13,35,35.81
2588,Intel Xeon E3110 @ 3.00GHz,14910.2715,1242,6.21,65,19.11
2590,Intel Xeon X5260 @ 3.33GHz,969.41,1238,95.2,80,15.47
2591,Intel Core2 Duo E8500 @ 3.16GHz,9690.3715,1238,9.53,65,19.05
2592,Intel Atom x5-Z8500 @ 1.44GHz,4665.8449,1238,19.78,4,309.45
2595,Intel Core i3-2330M @ 2.20GHz,2979.0715,1235,30.9,35,35.27
2596,AMD Athlon II X2 270,1490.6543,1234,61.75,65,18.99
2598,AMD Athlon II X2 265,1155.835,1233,79.56,65,18.97
2599,Intel Core2 Duo T9900 @ 3.06GHz,29749.7015,1232,3.09,35,35.21
2606,AMD A6-3400M APU,2161.7843,1226,42.3,35,35.04
2607,AMD A4-4020 APU,6785.87,1225,13.47,65,18.85
2608,AMD Athlon II X2 B26,1860.5215,1224,49.06,65,18.83
2609,AMD Phenom II X3 705e,11359.9938,1222,8.02,65,18.81
2610,Intel Core i3-2328M @ 2.20GHz,11193.7027,1221,8.13,35,34.88
2611,AMD A4-5300B APU,1935.0915,1220,47.02,65,18.77
2613,Intel Pentium N3540 @ 2.16GHz,18707.3759,1216,4.85,7.5,162.12
2616,AMD Phenom 8450 Triple-Core,1266.9443,1214,71.48,95,12.78
2619,Intel Core i5-430M @ 2.27GHz,9690.3715,1211,9.32,35,34.6
2620,AMD Phenom 8600 Triple-Core,3951.4643,1210,22.84,95,12.74
2621,Intel Core i5-450M @ 2.40GHz,2382.5115,1208,37.8,35,34.51
2622,Intel Pentium G620 @ 2.60GHz,894.0943,1207,100.66,65,18.57
2623,AMD Phenom 8650 Triple-Core,1416.83,1205,63.42,95,12.68
2625,Intel Celeron G550 @ 2.60GHz,3653.93,1200,24.49,65,18.46
2627,AMD A6-3410MX APU,297.5343,1199,300.6,45,26.65
2628,AMD Opteron 2222,1416.83,1198,63.08,95,12.62
2633,Intel Core i3-2310M @ 2.10GHz,2979.0715,1193,29.85,35,34.07
2635,AMD A4-4000 APU,1489.1629,1190,59.59,65,18.31
2638,Intel Core i3-3217U @ 1.80GHz,14839.43,1188,5.97,17,69.9
2642,Intel Celeron 3965Y @ 1.50GHz,7978.99,1179,11.02,6,196.53
2643,Intel Core i3-390M @ 2.67GHz,2904.5015,1178,30.25,35,33.66
2644,AMD Athlon II X2 B28,2909.7214,1177,30.18,65,18.11
2645,Intel Pentium G840 @ 2.80GHz,6303.4021,1175,13.9,65,18.08
2651,AMD Phenom II X2 550,3125.2287,1169,27.89,80,14.61
2652,Intel Core2 Duo E8400 @ 3.00GHz,10439.8,1169,8.35,65,17.98
2653,Intel Pentium E6800 @ 3.33GHz,1860.5215,1166,46.74,65,17.94
2655,Intel Pentium E5800 @ 3.20GHz,10436.0715,1165,8.33,65,17.93
2656,Intel Core i3-380M @ 2.53GHz,3724.7715,1165,23.32,35,33.28
2660,AMD Athlon II X2 255,935.8535,1163,92.67,65,17.89
2661,Intel Core2 Duo T9800 @ 2.93GHz,31609.4773,1163,2.74,35,33.22
2662,Intel Core2 Duo E7600 @ 3.06GHz,8944.6715,1161,9.67,65,17.85
2664,AMD A6-5350M APU,2469.7584,1160,35.01,35,33.13
2665,AMD Phenom II P920 Quad-Core,4847.05,1160,17.85,25,46.4
2668,AMD Athlon II X2 250e,5721.7561,1155,15.05,45,25.67
2670,Intel Celeron N3160 @ 1.60GHz,26024.93,1154,3.31,6,192.42
2671,AMD Sempron 3850 APU,3548.0406,1153,24.22,25,46.1
2673,Intel Pentium E6700 @ 3.20GHz,10453.9683,1152,8.22,65,17.72
2674,AMD Phenom II X2 B55,2829.9315,1151,30.34,80,14.39
2681,Intel Xeon W3505 @ 2.53GHz,1108.1102,1142,76.86,130,8.79
2682,Intel Core2 Duo E6850 @ 3.00GHz,3817.984,1140,22.26,65,17.53
2683,Intel Pentium G640T @ 2.40GHz,6329.5016,1139,13.42,35,32.54
2684,Intel Core2 Extreme X9100 @ 3.06GHz,63459.07,1139,1.34,44,25.89
2690,Intel Core2 Extreme X9000 @ 2.80GHz,30569.9715,1135,2.77,44,25.79
2696,Intel Celeron N3350 @ 1.10GHz,20543.2893,1126,4.09,6,187.73
2697,Intel Core i3-370M @ 2.40GHz,2234.1172,1126,37.57,35,32.16
2703,Intel Xeon L5320 @ 1.86GHz,5219.1543,1118,15.97,50,22.35
2710,AMD Athlon II X2 260,2982.0543,1113,27.83,65,17.12
2711,Intel Celeron G540 @ 2.50GHz,822.5071,1110,100.59,65,17.07
2713,AMD Phenom II X2 545,3279.5886,1107,25.18,80,13.84
2714,AMD Opteron 2220,77423.0482,1106,1.07,95,11.64
2715,AMD Athlon II X2 210e,2124.4993,1105,38.79,45,24.56
2719,Intel Celeron G530 @ 2.40GHz,3653.1843,1096,22.36,65,16.86
2721,AMD A4-3420 APU,10141.52,1094,8.04,65,16.83
2723,Intel Core2 Extreme X7900 @ 2.80GHz,11927.4715,1093,6.83,44,24.83
2724,Intel Celeron 2002E @ 1.50GHz,6413.02,1091,12.68,25,43.63
2725,Intel Pentium B970 @ 2.30GHz,3802.3243,1091,21.4,35,31.17
2727,Intel Core2 Duo E7500 @ 2.93GHz,7429.4091,1090,10.94,65,16.76
2730,Intel Celeron G1101 @ 2.27GHz,1474.2489,1086,54.92,73,14.87
2733,AMD Phenom 8250e Triple-Core,3504.0443,1084,23.08,65,16.68
2734,AMD Athlon II X2 250,2904.5015,1083,27.8,65,16.66
2737,AMD Athlon II X2 245e,1490.6543,1075,53.77,45,23.89
2740,AMD Athlon II X2 B24,1797.137,1073,44.53,65,16.51
2741,Intel Pentium E6500 @ 2.93GHz,7137.0947,1073,11.21,65,16.51
2742,Intel Pentium E6600 @ 3.06GHz,1266.9443,1072,63.11,65,16.49
2749,AMD A4-3400 APU,1491.4,1066,53.31,65,16.4
2752,Intel Pentium B980 @ 2.40GHz,2670.3517,1064,29.71,35,30.4
2753,Intel Core2 Duo E8200 @ 2.66GHz,5666.5743,1064,14,65,16.36
2756,Intel Core i3-350M @ 2.27GHz,2162.53,1062,36.63,35,30.35
2757,Intel Pentium G6950 @ 2.80GHz,5891.03,1061,13.43,73,14.53
2762,Intel Celeron G530T @ 2.00GHz,1266.9443,1056,62.15,35,30.17
2764,Intel Xeon W3503 @ 2.40GHz,744.9543,1052,105.35,130,8.1
2765,Intel Core2 Duo T9600 @ 2.80GHz,4097.6215,1051,19.13,35,30.03
2766,AMD Athlon II X2 235e,7270.575,1049,10.75,45,23.3
2771,AMD Athlon 7850 Dual-Core,7456.2543,1037,10.37,95,10.91
2773,AMD Athlon II X2 B22,1935.0915,1036,39.93,65,15.94
2774,AMD Opteron 2218,7189.2937,1036,10.75,95,10.91
2777,Intel Core2 Duo E8300 @ 2.83GHz,1490.6543,1034,51.71,65,15.9
2778,Intel Pentium G630T @ 2.30GHz,6269.0999,1029,12.24,35,29.4
2782,AMD A6-4400M APU,2013.39,1026,38,35,29.31
2783,Intel Xeon 3070 @ 2.66GHz,2136.4305,1025,35.78,65,15.77
2784,AMD Athlon II X2 220,4470.4715,1024,17.07,65,15.75
2785,AMD Phenom II N660 Dual-Core,6636.73,1024,11.51,35,29.26
2786,AMD Athlon II X2 245,935.8535,1022,81.47,65,15.73
2788,Intel Pentium 2127U @ 1.90GHz,9992.38,1018,7.59,17,59.87
2790,Intel Pentium E5700 @ 3.00GHz,3727.7543,1017,20.35,65,15.65
2792,Intel Core2 Duo T9500 @ 2.60GHz,8055.0514,1016,9.4,35,29.02
2798,Intel Core2 Duo E6700 @ 2.66GHz,2236.3543,1012,33.76,65,15.57
2799,Intel Core2 Duo P9600 @ 2.53GHz,7382.43,1012,10.22,25,40.46
2802,Intel Core2 Duo E6750 @ 2.66GHz,768.071,1010,98.06,65,15.54
2803,Intel Pentium E5500 @ 2.80GHz,1192.3743,1010,63.14,65,15.53
2813,Intel Pentium E6300 @ 2.80GHz,3120.7545,1000,23.89,65,15.38
2814,Intel Pentium 2117U @ 1.80GHz,9992.38,998,7.45,17,58.7
2815,Intel Core i3-330M @ 2.13GHz,11181.7715,997,6.65,35,28.48
2821,AMD Phenom II N620 Dual-Core,297.5343,990,248.09,35,28.28
2829,AMD Athlon II X2 240e,2825.4573,980,25.86,45,21.77
2830,Intel Core2 Duo E7400 @ 2.80GHz,1117.8043,980,65.35,65,15.07
2835,AMD Phenom X3 8550,2233.3715,976,32.59,95,10.27
2837,Intel Core2 Duo T7800 @ 2.60GHz,45337.8143,976,1.6,35,27.88
2840,AMD Athlon 64 FX-74,37247.715,972,1.95,125,7.78
2841,AMD A4-3300 APU,4221.4077,971,17.15,65,14.93
2842,AMD A4-4300M APU,2226.6602,971,32.51,35,27.73
2845,AMD Athlon 64 X2 Dual Core 6400+,18638.7715,967,3.87,125,7.74
2846,AMD Phenom II N640 Dual-Core,4097.6215,965,17.57,35,27.58
2848,Intel Core2 Duo E7300 @ 2.66GHz,2466.0299,964,29.15,65,14.83
2849,Intel Xeon 5160 @ 3.00GHz,3243.795,963,22.14,80,12.04
2850,Intel Atom C2538 @ 2.40GHz,7755.28,960,9.23,15,64.01
2851,AMD Athlon II X2 215,2160.2929,959,33.09,65,14.75
2852,Intel Core2 Duo P9500 @ 2.53GHz,74494.6843,959,0.96,25,38.36
2855,AMD Opteron 285,1860.5215,956,38.3,95,10.06
2856,Intel Core2 Duo P8700 @ 2.53GHz,6334.7215,956,11.26,25,38.25
2860,AMD E2-3200 APU,595.8143,953,119.23,65,14.66
2861,AMD Opteron 290,10066.95,952,7.05,95,10.02
2862,AMD Athlon 7750 Dual-Core,5964.8543,951,11.88,95,10.01
